dataset,model,image_id,ref_id,clean_eligible,clean_correct,reference_successes,reference_trials,reference_mean,lower_95,upper_95,interval_width
refcoco,owlv2,154911,36685,1,0,36,80,0.45,0.33848638448981544,0.565326020905847,0.2268396364160316
refcoco,owlv2,416450,14412,1,1,69,80,0.8625,0.7672791291752744,0.9293121672961213,0.1620330381208469
refcoco,owlv2,35817,46961,1,0,41,80,0.5125,0.39810466870318556,0.625942518555561,0.22783784985237548
refcoco,owlv2,439303,12431,1,0,40,80,0.5,0.3860478833649093,0.6139521166350907,0.22790423327018144
refcoco,owlv2,38890,46712,1,0,77,80,0.9625,0.8942980149834914,0.9921988127342833,0.09790079775079197
refcoco,owlv2,576581,492,1,0,28,80,0.35,0.24667193647253513,0.4647968854793358,0.21812494900680066
refcoco,owlv2,475037,9317,1,1,48,80,0.6,0.4843769404954894,0.7079906437446896,0.22361370324920016
refcoco,owlv2,56677,45043,1,1,63,80,0.7875,0.6817141914403442,0.8710635049024182,0.18934931346207406
refcoco,owlv2,352892,19645,1,1,77,80,0.9625,0.8942980149834914,0.9921988127342833,0.09790079775079197
refcoco,owlv2,358789,19159,1,1,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,owlv2,523907,5033,1,1,66,80,0.825,0.7238459604789864,0.9008894901605713,0.17704352968158488
refcoco,owlv2,274770,26706,1,1,12,80,0.15,0.07998156130971382,0.24736411159289767,0.16738255028318386
refcoco,owlv2,284964,25842,1,0,56,80,0.7,0.5872406769186242,0.7974260708533272,0.21018539393470292
refcoco,owlv2,324677,22291,1,1,26,80,0.325,0.22445958517745324,0.4389370456044483,0.21447746042699506
refcoco,owlv2,91604,42041,1,0,27,80,0.3375,0.23552613798365082,0.4519056143741682,0.21637947639051738
refcoco,owlv2,87248,42422,1,1,41,80,0.5125,0.39810466870318556,0.625942518555561,0.22783784985237548
refcoco,owlv2,267871,27216,1,0,76,80,0.95,0.876901263556847,0.9862106060235382,0.1093093424666911
refcoco,owlv2,428109,13356,1,0,65,80,0.8125,0.7096721043523089,0.8910863118524706,0.18141420750016168
refcoco,owlv2,568272,1233,1,0,78,80,0.975,0.9125928440694077,0.9969579138351904,0.08436506976578273
refcoco,owlv2,326092,22161,1,0,76,80,0.95,0.876901263556847,0.9862106060235382,0.1093093424666911
refcoco,owlv2,198704,33127,1,1,60,80,0.75,0.64063652409315,0.8401203554931442,0.19948383139999426
refcoco,owlv2,44437,46237,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,344259,20397,1,0,68,80,0.85,0.7526358884071023,0.9200184386902862,0.16738255028318394
refcoco,owlv2,184761,34263,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,121938,39529,1,0,73,80,0.9125,0.8279916615801152,0.9640936410104413,0.1361019794303261
refcoco,owlv2,278055,26436,1,0,72,80,0.9,0.8124348925365683,0.955829059846371,0.1433941673098027
refcoco,owlv2,78322,43190,1,1,41,80,0.5125,0.39810466870318556,0.625942518555561,0.22783784985237548
refcoco,owlv2,218984,31421,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,276666,26566,1,0,31,80,0.3875,0.28056513312478215,0.5030244574981009,0.22245932437331872
refcoco,owlv2,35045,47025,1,0,31,80,0.3875,0.28056513312478215,0.5030244574981009,0.22245932437331872
refcoco,owlv2,339453,20824,1,1,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,owlv2,13318,48934,1,0,67,80,0.8375,0.7381631061748871,0.9105383582774708,0.17237525210258364
refcoco,owlv2,50994,45612,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,owlv2,542452,3480,1,0,68,80,0.85,0.7526358884071023,0.9200184386902862,0.16738255028318394
refcoco,owlv2,274667,26715,1,0,73,80,0.9125,0.8279916615801152,0.9640936410104413,0.1361019794303261
refcoco,owlv2,488127,8164,1,0,55,80,0.6875,0.5741109261435505,0.7865253688912328,0.21241444274768229
refcoco,owlv2,53601,45386,1,0,62,80,0.775,0.6679136799387491,0.8608627895010682,0.19294910956231914
refcoco,owlv2,540464,3642,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,406988,15206,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,owlv2,376454,17844,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,128136,38935,1,0,75,80,0.9375,0.860142924702361,0.9793969276979898,0.11925400299562883
refcoco,owlv2,191068,33728,1,0,37,80,0.4625,0.3502764265383982,0.5775824719951649,0.2273060454567667
refcoco,owlv2,498295,7296,1,1,77,80,0.9625,0.8942980149834914,0.9921988127342833,0.09790079775079197
refcoco,owlv2,84712,42623,1,0,31,80,0.3875,0.28056513312478215,0.5030244574981009,0.22245932437331872
refcoco,owlv2,354791,19507,1,0,31,80,0.3875,0.28056513312478215,0.5030244574981009,0.22245932437331872
refcoco,owlv2,530750,4474,1,1,70,80,0.875,0.7821108659305637,0.9383979034415657,0.15628703751100204
refcoco,owlv2,259443,27982,1,1,57,80,0.7125,0.6004548866879794,0.8082395280280349,0.20778464134005548
refcoco,owlv2,296614,24900,1,0,70,80,0.875,0.7821108659305637,0.9383979034415657,0.15628703751100204
refcoco,owlv2,53672,45374,1,0,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,owlv2,544831,3281,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,80634,42957,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,335697,21173,1,0,24,80,0.3,0.20257392914667274,0.412759323081376,0.21018539393470323
refcoco,owlv2,181054,34594,1,1,71,80,0.8875,0.7971534080830098,0.9472484868543125,0.15009507877130268
refcoco,owlv2,318333,22911,1,0,62,80,0.775,0.6679136799387491,0.8608627895010682,0.19294910956231914
refcoco,owlv2,47774,45878,1,0,65,80,0.8125,0.7096721043523089,0.8910863118524706,0.18141420750016168
refcoco,owlv2,214563,31792,1,1,77,80,0.9625,0.8942980149834914,0.9921988127342833,0.09790079775079197
refcoco,owlv2,381961,17371,1,0,36,80,0.45,0.33848638448981544,0.565326020905847,0.2268396364160316
refcoco,owlv2,340345,20703,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,129722,38788,1,1,40,80,0.5,0.3860478833649093,0.6139521166350907,0.22790423327018144
refcoco,owlv2,252567,28556,1,0,69,80,0.8625,0.7672791291752744,0.9293121672961213,0.1620330381208469
refcoco,owlv2,119974,39681,1,0,75,80,0.9375,0.860142924702361,0.9793969276979898,0.11925400299562883
refcoco,owlv2,75843,43376,1,1,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,owlv2,390963,16600,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,169653,35514,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,372588,18151,1,0,72,80,0.9,0.8124348925365683,0.955829059846371,0.1433941673098027
refcoco,owlv2,112040,40309,1,0,59,80,0.7375,0.6271491697875681,0.8295907488995917,0.20244157911202365
refcoco,owlv2,425063,13648,1,0,55,80,0.6875,0.5741109261435505,0.7865253688912328,0.21241444274768229
refcoco,owlv2,443084,12142,1,0,27,80,0.3375,0.23552613798365082,0.4519056143741682,0.21637947639051738
refcoco,owlv2,504878,6710,1,0,29,80,0.3625,0.2578948953716181,0.47761272126480847,0.2197178258931904
refcoco,owlv2,16814,48551,1,1,67,80,0.8375,0.7381631061748871,0.9105383582774708,0.17237525210258364
refcoco,owlv2,372112,18196,1,0,56,80,0.7,0.5872406769186242,0.7974260708533272,0.21018539393470292
refcoco,owlv2,556399,2283,1,0,60,80,0.75,0.64063652409315,0.8401203554931442,0.19948383139999426
refcoco,owlv2,114249,40166,1,0,71,80,0.8875,0.7971534080830098,0.9472484868543125,0.15009507877130268
refcoco,owlv2,38033,46779,1,1,52,80,0.65,0.5352031145206643,0.7533280635274648,0.21812494900680057
refcoco,owlv2,29456,47472,1,0,55,80,0.6875,0.5741109261435505,0.7865253688912328,0.21241444274768229
refcoco,owlv2,222086,31118,1,0,70,80,0.875,0.7821108659305637,0.9383979034415657,0.15628703751100204
refcoco,owlv2,52928,45438,1,0,77,80,0.9625,0.8942980149834914,0.9921988127342833,0.09790079775079197
refcoco,owlv2,269532,27072,1,1,38,80,0.475,0.3621335816771527,0.5897721586232294,0.2276385769460767
refcoco,owlv2,238007,29805,1,0,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,owlv2,515401,5817,1,0,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,owlv2,80826,42925,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,249429,28820,1,0,74,80,0.925,0.8438720682639279,0.9719794538231588,0.12810738555923085
refcoco,owlv2,544109,3343,1,0,34,80,0.425,0.31510976545234215,0.5406111885690619,0.22550142311671972
refcoco,owlv2,348382,20051,1,0,68,80,0.85,0.7526358884071023,0.9200184386902862,0.16738255028318394
refcoco,owlv2,28451,47579,1,1,24,80,0.3,0.20257392914667274,0.412759323081376,0.21018539393470323
refcoco,owlv2,209993,32154,1,0,55,80,0.6875,0.5741109261435505,0.7865253688912328,0.21241444274768229
refcoco,owlv2,175162,35094,1,1,72,80,0.9,0.8124348925365683,0.955829059846371,0.1433941673098027
refcoco,owlv2,558372,2134,1,0,68,80,0.85,0.7526358884071023,0.9200184386902862,0.16738255028318394
refcoco,owlv2,387849,16848,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,396536,16060,1,1,63,80,0.7875,0.6817141914403442,0.8710635049024182,0.18934931346207406
refcoco,owlv2,86754,42465,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,531752,4402,1,1,52,80,0.65,0.5352031145206643,0.7533280635274648,0.21812494900680057
refcoco,owlv2,18780,48386,1,0,78,80,0.975,0.9125928440694077,0.9969579138351904,0.08436506976578273
refcoco,owlv2,43998,46267,1,1,73,80,0.9125,0.8279916615801152,0.9640936410104413,0.1361019794303261
refcoco,owlv2,325494,22216,1,1,58,80,0.725,0.6137565791555909,0.8189623614429612,0.2052057822873703
refcoco,owlv2,351397,19784,1,0,78,80,0.975,0.9125928440694077,0.9969579138351904,0.08436506976578273
refcoco,owlv2,139324,37987,1,1,39,80,0.4875,0.37405748144443896,0.6018953312968145,0.22783784985237554
refcoco,owlv2,260129,27912,1,0,33,80,0.4125,0.30352459293759415,0.5281516595747955,0.22462706663720133
refcoco,owlv2,106383,40755,1,1,76,80,0.95,0.876901263556847,0.9862106060235382,0.1093093424666911
refcoco,owlv2,68287,44038,1,1,64,80,0.8,0.6956311329945355,0.8811409135950147,0.18550978060047918
refcoco,owlv2,111992,40317,1,0,13,80,0.1625,0.08946164172252925,0.2618368938251128,0.1723752521025836
refcoco,owlv2,92165,41976,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,67748,44074,1,0,53,80,0.6625,0.5480943856258318,0.7644738620163491,0.21637947639051736
refcoco,owlv2,208612,32283,1,1,68,80,0.85,0.7526358884071023,0.9200184386902862,0.16738255028318394
refcoco,owlv2,502504,6934,1,1,75,80,0.9375,0.860142924702361,0.9793969276979898,0.11925400299562883
refcoco,owlv2,508140,6421,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,237193,29904,1,1,61,80,0.7625,0.6542230288597322,0.8505462481433591,0.19632321928362695
refcoco,owlv2,323149,22467,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,244171,29305,1,0,74,80,0.925,0.8438720682639279,0.9719794538231588,0.12810738555923085
refcoco,owlv2,62348,44529,1,0,34,80,0.425,0.31510976545234215,0.5406111885690619,0.22550142311671972
refcoco,owlv2,126381,39083,1,1,62,80,0.775,0.6679136799387491,0.8608627895010682,0.19294910956231914
refcoco,owlv2,314051,23278,1,1,58,80,0.725,0.6137565791555909,0.8189623614429612,0.2052057822873703
refcoco,owlv2,439374,12430,1,0,69,80,0.8625,0.7672791291752744,0.9293121672961213,0.1620330381208469
refcoco,owlv2,484208,8540,1,0,77,80,0.9625,0.8942980149834914,0.9921988127342833,0.09790079775079197
refcoco,owlv2,424821,13677,1,1,72,80,0.9,0.8124348925365683,0.955829059846371,0.1433941673098027
refcoco,owlv2,149566,37113,1,0,24,80,0.3,0.20257392914667274,0.412759323081376,0.21018539393470323
refcoco,owlv2,288559,25507,1,1,76,80,0.95,0.876901263556847,0.9862106060235382,0.1093093424666911
refcoco,owlv2,430244,13171,1,1,69,80,0.8625,0.7672791291752744,0.9293121672961213,0.1620330381208469
refcoco,owlv2,314462,23231,1,0,36,80,0.45,0.33848638448981544,0.565326020905847,0.2268396364160316
refcoco,owlv2,545832,3199,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,497311,7352,1,0,44,80,0.55,0.43467397909415284,0.6615136155101845,0.22683963641603166
refcoco,owlv2,260932,27825,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,120155,39663,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,385505,17085,1,1,63,80,0.7875,0.6817141914403442,0.8710635049024182,0.18934931346207406
refcoco,owlv2,52086,45521,1,1,77,80,0.9625,0.8942980149834914,0.9921988127342833,0.09790079775079197
refcoco,owlv2,300624,24484,1,0,32,80,0.4,0.2920093562553105,0.5156230595045106,0.2236137032492001
refcoco,owlv2,327970,21949,1,1,77,80,0.9625,0.8942980149834914,0.9921988127342833,0.09790079775079197
refcoco,owlv2,331900,21561,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,329058,21846,1,0,37,80,0.4625,0.3502764265383982,0.5775824719951649,0.2273060454567667
refcoco,owlv2,494032,7672,1,1,63,80,0.7875,0.6817141914403442,0.8710635049024182,0.18934931346207406
refcoco,owlv2,382069,17361,1,0,73,80,0.9125,0.8279916615801152,0.9640936410104413,0.1361019794303261
refcoco,owlv2,67615,44086,1,1,52,80,0.65,0.5352031145206643,0.7533280635274648,0.21812494900680057
refcoco,owlv2,240331,29594,1,1,78,80,0.975,0.9125928440694077,0.9969579138351904,0.08436506976578273
refcoco,owlv2,437547,12592,1,0,67,80,0.8375,0.7381631061748871,0.9105383582774708,0.17237525210258364
refcoco,owlv2,560525,1969,1,0,75,80,0.9375,0.860142924702361,0.9793969276979898,0.11925400299562883
refcoco,owlv2,131913,38583,1,1,74,80,0.925,0.8438720682639279,0.9719794538231588,0.12810738555923085
refcoco,owlv2,17451,48517,1,0,73,80,0.9125,0.8279916615801152,0.9640936410104413,0.1361019794303261
refcoco,owlv2,192319,33640,1,0,77,80,0.9625,0.8942980149834914,0.9921988127342833,0.09790079775079197
refcoco,owlv2,409825,14952,1,1,71,80,0.8875,0.7971534080830098,0.9472484868543125,0.15009507877130268
refcoco,owlv2,279762,26254,1,0,45,80,0.5625,0.44699757138818025,0.673236046566221,0.2262384751780408
refcoco,owlv2,521064,5282,1,1,39,80,0.4875,0.37405748144443896,0.6018953312968145,0.22783784985237554
refcoco,owlv2,322517,22516,1,1,36,80,0.45,0.33848638448981544,0.565326020905847,0.2268396364160316
refcoco,owlv2,203069,32802,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,563679,1643,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,owlv2,316238,23095,1,0,40,80,0.5,0.3860478833649093,0.6139521166350907,0.22790423327018144
refcoco,owlv2,190513,33789,1,0,76,80,0.95,0.876901263556847,0.9862106060235382,0.1093093424666911
refcoco,owlv2,264502,27509,1,0,56,80,0.7,0.5872406769186242,0.7974260708533272,0.21018539393470292
refcoco,owlv2,579667,199,1,0,70,80,0.875,0.7821108659305637,0.9383979034415657,0.15628703751100204
refcoco,owlv2,295864,24963,1,1,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,owlv2,217959,31496,1,1,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,owlv2,18211,48451,1,1,73,80,0.9125,0.8279916615801152,0.9640936410104413,0.1361019794303261
refcoco,owlv2,292315,25213,1,1,44,80,0.55,0.43467397909415284,0.6615136155101845,0.22683963641603166
refcoco,owlv2,140850,37830,1,1,51,80,0.6375,0.5223872787351916,0.7421051046283819,0.21971782589319022
refcoco,owlv2,257804,28107,1,0,75,80,0.9375,0.860142924702361,0.9793969276979898,0.11925400299562883
refcoco,owlv2,404828,15373,1,0,27,80,0.3375,0.23552613798365082,0.4519056143741682,0.21637947639051738
refcoco,owlv2,343201,20493,1,1,55,80,0.6875,0.5741109261435505,0.7865253688912328,0.21241444274768229
refcoco,owlv2,314065,23275,1,1,55,80,0.6875,0.5741109261435505,0.7865253688912328,0.21241444274768229
refcoco,owlv2,215569,31702,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,owlv2,150704,37024,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,owlv2,150197,37054,1,0,69,80,0.8625,0.7672791291752744,0.9293121672961213,0.1620330381208469
refcoco,owlv2,25628,47818,1,1,78,80,0.975,0.9125928440694077,0.9969579138351904,0.08436506976578273
refcoco,owlv2,287249,25611,1,0,74,80,0.925,0.8438720682639279,0.9719794538231588,0.12810738555923085
refcoco,owlv2,309519,23766,1,1,38,80,0.475,0.3621335816771527,0.5897721586232294,0.2276385769460767
refcoco,owlv2,521366,5248,1,1,45,80,0.5625,0.44699757138818025,0.673236046566221,0.2262384751780408
refcoco,owlv2,545214,3254,1,0,48,80,0.6,0.4843769404954894,0.7079906437446896,0.22361370324920016
refcoco,owlv2,167169,35720,1,1,45,80,0.5625,0.44699757138818025,0.673236046566221,0.2262384751780408
refcoco,owlv2,573125,769,1,0,76,80,0.95,0.876901263556847,0.9862106060235382,0.1093093424666911
refcoco,owlv2,6747,49473,1,1,32,80,0.4,0.2920093562553105,0.5156230595045106,0.2236137032492001
refcoco,owlv2,344319,20394,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,owlv2,533293,4250,1,0,75,80,0.9375,0.860142924702361,0.9793969276979898,0.11925400299562883
refcoco,owlv2,349212,19974,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,owlv2,202657,32846,1,1,76,80,0.95,0.876901263556847,0.9862106060235382,0.1093093424666911
refcoco,owlv2,381889,17379,1,1,70,80,0.875,0.7821108659305637,0.9383979034415657,0.15628703751100204
refcoco,owlv2,253522,28474,1,0,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,yoloworld,346712,20202,1,0,47,80,0.5875,0.47184834042520446,0.6964754070624058,0.2246270666372014
refcoco,yoloworld,125350,39201,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,23967,47975,1,1,57,80,0.7125,0.6004548866879794,0.8082395280280349,0.20778464134005548
refcoco,yoloworld,65842,44225,1,0,34,80,0.425,0.31510976545234215,0.5406111885690619,0.22550142311671972
refcoco,yoloworld,448531,11612,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,53643,45379,1,1,28,80,0.35,0.24667193647253513,0.4647968854793358,0.21812494900680066
refcoco,yoloworld,119534,39732,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,279882,26241,1,0,71,80,0.8875,0.7971534080830098,0.9472484868543125,0.15009507877130268
refcoco,yoloworld,84313,42654,1,0,69,80,0.8625,0.7672791291752744,0.9293121672961213,0.1620330381208469
refcoco,yoloworld,243153,29382,1,0,69,80,0.8625,0.7672791291752744,0.9293121672961213,0.1620330381208469
refcoco,yoloworld,83353,42756,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,457555,10797,1,0,69,80,0.8625,0.7672791291752744,0.9293121672961213,0.1620330381208469
refcoco,yoloworld,467145,9958,1,1,49,80,0.6125,0.4969755425018991,0.7194348668752178,0.22245932437331872
refcoco,yoloworld,389498,16696,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,yoloworld,339454,20822,1,0,42,80,0.525,0.4102278413767706,0.6378664183228473,0.2276385769460767
refcoco,yoloworld,218447,31468,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,55618,45176,1,1,27,80,0.3375,0.23552613798365082,0.4519056143741682,0.21637947639051738
refcoco,yoloworld,226348,30735,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,226594,30712,1,1,30,80,0.375,0.2691931699468049,0.4903547644071125,0.2211615944603076
refcoco,yoloworld,15750,48658,1,0,46,80,0.575,0.45938881143093807,0.6848902345476577,0.22550142311671967
refcoco,yoloworld,34810,47052,1,1,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,yoloworld,550760,2766,1,0,72,80,0.9,0.8124348925365683,0.955829059846371,0.1433941673098027
refcoco,yoloworld,52109,45518,1,0,30,80,0.375,0.2691931699468049,0.4903547644071125,0.2211615944603076
refcoco,yoloworld,369805,18360,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,446670,11759,1,0,73,80,0.9125,0.8279916615801152,0.9640936410104413,0.1361019794303261
refcoco,yoloworld,156258,36577,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,291493,25281,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,520831,5305,1,1,49,80,0.6125,0.4969755425018991,0.7194348668752178,0.22245932437331872
refcoco,yoloworld,83093,42773,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,yoloworld,458633,10693,1,0,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,yoloworld,77417,43254,1,0,43,80,0.5375,0.4224175280048351,0.6497235734616016,0.22730604545676647
refcoco,yoloworld,184835,34252,1,0,42,80,0.525,0.4102278413767706,0.6378664183228473,0.2276385769460767
refcoco,yoloworld,35995,46945,1,1,77,80,0.9625,0.8942980149834914,0.9921988127342833,0.09790079775079197
refcoco,yoloworld,103430,40996,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,340971,20658,1,0,39,80,0.4875,0.37405748144443896,0.6018953312968145,0.22783784985237554
refcoco,yoloworld,97939,41436,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,199640,33072,1,0,45,80,0.5625,0.44699757138818025,0.673236046566221,0.2262384751780408
refcoco,yoloworld,124030,39320,1,1,61,80,0.7625,0.6542230288597322,0.8505462481433591,0.19632321928362695
refcoco,yoloworld,298481,24663,1,0,79,80,0.9875,0.9323122155360776,0.9996835774723672,0.06737136193628968
refcoco,yoloworld,481804,8752,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,24026,47963,1,0,20,80,0.25,0.1598796445068557,0.35936347590685,0.19948383139999432
refcoco,yoloworld,391088,16582,1,1,62,80,0.775,0.6679136799387491,0.8608627895010682,0.19294910956231914
refcoco,yoloworld,152556,36857,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,yoloworld,498639,7265,1,1,64,80,0.8,0.6956311329945355,0.8811409135950147,0.18550978060047918
refcoco,yoloworld,472954,9478,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,yoloworld,410845,14864,1,1,57,80,0.7125,0.6004548866879794,0.8082395280280349,0.20778464134005548
refcoco,yoloworld,223909,30957,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,yoloworld,29915,47432,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,261381,27789,1,0,40,80,0.5,0.3860478833649093,0.6139521166350907,0.22790423327018144
refcoco,yoloworld,31812,47281,1,1,69,80,0.8625,0.7672791291752744,0.9293121672961213,0.1620330381208469
refcoco,yoloworld,235316,30050,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,566798,1350,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,197289,33252,1,0,56,80,0.7,0.5872406769186242,0.7974260708533272,0.21018539393470292
refcoco,yoloworld,426478,13513,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,521618,5230,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,453602,11189,1,0,65,80,0.8125,0.7096721043523089,0.8910863118524706,0.18141420750016168
refcoco,yoloworld,17578,48497,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,95812,41649,1,0,40,80,0.5,0.3860478833649093,0.6139521166350907,0.22790423327018144
refcoco,yoloworld,163506,36006,1,1,57,80,0.7125,0.6004548866879794,0.8082395280280349,0.20778464134005548
refcoco,yoloworld,530132,4519,1,0,76,80,0.95,0.876901263556847,0.9862106060235382,0.1093093424666911
refcoco,yoloworld,492293,7822,1,1,45,80,0.5625,0.44699757138818025,0.673236046566221,0.2262384751780408
refcoco,yoloworld,372003,18201,1,1,50,80,0.625,0.5096452355928875,0.7308068300531951,0.2211615944603076
refcoco,yoloworld,348609,20035,1,0,66,80,0.825,0.7238459604789864,0.9008894901605713,0.17704352968158488
refcoco,yoloworld,260010,27940,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,380034,17534,1,1,53,80,0.6625,0.5480943856258318,0.7644738620163491,0.21637947639051736
refcoco,yoloworld,115604,40058,1,1,57,80,0.7125,0.6004548866879794,0.8082395280280349,0.20778464134005548
refcoco,yoloworld,161865,36122,1,1,68,80,0.85,0.7526358884071023,0.9200184386902862,0.16738255028318394
refcoco,yoloworld,506030,6611,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,292498,25206,1,1,65,80,0.8125,0.7096721043523089,0.8910863118524706,0.18141420750016168
refcoco,yoloworld,206628,32456,1,1,19,80,0.2375,0.1494537518566408,0.34577697114026784,0.19632321928362703
refcoco,yoloworld,177917,34869,1,0,41,80,0.5125,0.39810466870318556,0.625942518555561,0.22783784985237548
refcoco,yoloworld,420620,14062,1,0,49,80,0.6125,0.4969755425018991,0.7194348668752178,0.22245932437331872
refcoco,yoloworld,75881,43371,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,yoloworld,555022,2369,1,1,46,80,0.575,0.45938881143093807,0.6848902345476577,0.22550142311671967
refcoco,yoloworld,22928,48064,1,1,49,80,0.6125,0.4969755425018991,0.7194348668752178,0.22245932437331872
refcoco,yoloworld,349144,19982,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,233153,30199,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,yoloworld,128599,38888,1,1,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,yoloworld,521800,5217,1,0,68,80,0.85,0.7526358884071023,0.9200184386902862,0.16738255028318394
refcoco,yoloworld,177658,34885,1,0,60,80,0.75,0.64063652409315,0.8401203554931442,0.19948383139999426
refcoco,yoloworld,139763,37936,1,0,39,80,0.4875,0.37405748144443896,0.6018953312968145,0.22783784985237554
refcoco,yoloworld,74183,43524,1,1,59,80,0.7375,0.6271491697875681,0.8295907488995917,0.20244157911202365
refcoco,yoloworld,275707,26641,1,0,46,80,0.575,0.45938881143093807,0.6848902345476577,0.22550142311671967
refcoco,yoloworld,163828,35981,0,0,0,0,0.0,0.0,0.0,0.0
refcoco,yoloworld,71989,43765,1,0,80,80,1.0,0.9549359649323077,1.0,0.0450640350676923
refcoco,yoloworld,77174,43277,1,0,45,80,0.5625,0.44699757138818025,0.673236046566221,0.2262384751780408
refcoco,yoloworld,289782,25388,1,0,47,80,0.5875,0.47184834042520446,0.6964754070624058,0.2246270666372014
