dataset,model,scope,repetition,half_probe_count,mean_left,mean_right,signed_model_mean_difference,absolute_model_mean_difference,sample_mae,sample_rmse,sample_spearman
refcoco,groundingdino,full_manifest,33,40,0.8572000000000001,0.8535499999999999,0.003650000000000002,0.003650000000000002,0.03135,0.053863252779608475,0.9446034375425704
refcoco,groundingdino,clean_eligible,33,40,0.8589178356713427,0.8552605210420842,0.0036573146292585186,0.0036573146292585186,0.03141282565130261,0.05391719696216146,0.9442417045301265
refcoco,groundingdino,full_manifest,34,40,0.85445,0.8563,-0.0018500000000000005,0.0018500000000000005,0.02925,0.05119814449762804,0.9428747492990314
refcoco,groundingdino,clean_eligible,34,40,0.8561623246492985,0.8580160320641282,-0.0018537074148296598,0.0018537074148296598,0.02930861723446894,0.05124941956756217,0.9425011053005358
refcoco,groundingdino,full_manifest,35,40,0.8551,0.85565,-0.0005500000000000002,0.0005500000000000002,0.02835,0.04744733922992943,0.9482675446387382
refcoco,groundingdino,clean_eligible,35,40,0.856813627254509,0.8573647294589177,-0.0005511022044088179,0.0005511022044088179,0.02840681362725451,0.04749485785899451,0.9479295652090027
refcoco,groundingdino,full_manifest,36,40,0.8549500000000001,0.8558,-0.000850000000000002,0.000850000000000002,0.030150000000000003,0.05206966487312935,0.9504240191045995
refcoco,groundingdino,clean_eligible,36,40,0.8566633266533067,0.8575150300601202,-0.0008517034068136294,0.0008517034068136294,0.03021042084168337,0.05212181277290217,0.9501006796183674
refcoco,groundingdino,full_manifest,37,40,0.8552000000000001,0.8555499999999999,-0.00035000000000000216,0.00035000000000000216,0.028950000000000004,0.049206198796493114,0.9502750418193188
refcoco,groundingdino,clean_eligible,37,40,0.8569138276553107,0.8572645290581162,-0.00035070140280561317,0.00035070140280561317,0.02900801603206413,0.049255478927818966,0.9499504697707251
refcoco,groundingdino,full_manifest,38,40,0.8565999999999999,0.85415,0.0024500000000000025,0.0024500000000000025,0.031050000000000005,0.05469232121605372,0.9437221667393595
refcoco,groundingdino,clean_eligible,38,40,0.858316633266533,0.8558617234468938,0.002454909819639281,0.002454909819639281,0.031112224448897798,0.05474709571272211,0.9433546659395429
refcoco,groundingdino,full_manifest,39,40,0.8569500000000001,0.8538,0.003150000000000001,0.003150000000000001,0.03235000000000001,0.055733742024019886,0.9376054888886867
refcoco,groundingdino,clean_eligible,39,40,0.8586673346693388,0.8555110220440881,0.0031563126252505016,0.0031563126252505016,0.03241482965931865,0.05578955950623557,0.9371969367537364
refcoco,groundingdino,full_manifest,40,40,0.8561500000000001,0.8545999999999999,0.0015500000000000008,0.0015500000000000008,0.03075,0.05144171459039832,0.9411295797361253
refcoco,groundingdino,clean_eligible,40,40,0.857865731462926,0.8563126252505009,0.0015531062124248508,0.0015531062124248508,0.030811623246492986,0.05149323359639036,0.9407440506245891
