dataset,model,diagnostic_budget,scope,predictor,bin_lower,bin_upper,sample_count,mean_prediction,mean_reference_operational,calibration_gap
refcoco,yoloworld,40,paired_complete_cases,complete_case_persistence,0.5,0.6,25,0.5436866817638945,0.4465,0.09718668176389444
refcoco,yoloworld,40,paired_complete_cases,complete_case_persistence,0.6,0.7,21,0.6487629139331925,0.5261904761904762,0.12257243774271631
refcoco,yoloworld,40,paired_complete_cases,complete_case_persistence,0.7,0.8,30,0.7382895759821511,0.65,0.08828957598215104
refcoco,yoloworld,40,paired_complete_cases,complete_case_persistence,0.8,0.9,27,0.8514432459846619,0.738425925925926,0.11301732005873588
refcoco,yoloworld,40,paired_complete_cases,complete_case_persistence,0.9,1.0,241,0.9875782960248424,0.775051867219917,0.21252642880492534
refcoco,yoloworld,40,paired_complete_cases,coverage_aware_operational,0.0,0.1,1,0.075,0.1625,-0.08750000000000001
refcoco,yoloworld,40,paired_complete_cases,coverage_aware_operational,0.1,0.2,5,0.14999999999999997,0.1975,-0.04750000000000004
refcoco,yoloworld,40,paired_complete_cases,coverage_aware_operational,0.2,0.3,16,0.2515625,0.2765625,-0.024999999999999967
refcoco,yoloworld,40,paired_complete_cases,coverage_aware_operational,0.3,0.4,26,0.3413461538461538,0.3600961538461539,-0.0187500000000001
refcoco,yoloworld,40,paired_complete_cases,coverage_aware_operational,0.4,0.5,35,0.4378571428571429,0.4560714285714285,-0.018214285714285627
refcoco,yoloworld,40,paired_complete_cases,coverage_aware_operational,0.5,0.6,46,0.5456521739130434,0.5437500000000001,0.0019021739130433701
refcoco,yoloworld,40,paired_complete_cases,coverage_aware_operational,0.6,0.7,41,0.6317073170731707,0.6259146341463414,0.005792682926829329
refcoco,yoloworld,40,paired_complete_cases,coverage_aware_operational,0.7,0.8,33,0.7378787878787878,0.743560606060606,-0.005681818181818232
refcoco,yoloworld,40,paired_complete_cases,coverage_aware_operational,0.8,0.9,42,0.8404761904761904,0.8383928571428572,0.002083333333333215
refcoco,yoloworld,40,paired_complete_cases,coverage_aware_operational,0.9,1.0,119,0.9682773109243699,0.9627100840336135,0.005567226890756394
refcocoplus,groundingdino,5,paired_complete_cases,complete_case_persistence,0.0,0.1,6,0.0,0.28125,-0.28125
refcocoplus,groundingdino,5,paired_complete_cases,complete_case_persistence,0.2,0.3,16,0.21875,0.34453125,-0.12578125
refcocoplus,groundingdino,5,paired_complete_cases,complete_case_persistence,0.4,0.5,30,0.40000000000000013,0.4995833333333334,-0.09958333333333325
refcocoplus,groundingdino,5,paired_complete_cases,complete_case_persistence,0.5,0.6,11,0.5,0.49090909090909096,0.009090909090909038
refcocoplus,groundingdino,5,paired_complete_cases,complete_case_persistence,0.6,0.7,65,0.6123076923076922,0.6036538461538461,0.008653846153846123
refcocoplus,groundingdino,5,paired_complete_cases,complete_case_persistence,0.7,0.8,14,0.75,0.6830357142857143,0.0669642857142857
refcocoplus,groundingdino,5,paired_complete_cases,complete_case_persistence,0.8,0.9,87,0.7999999999999998,0.7883620689655172,0.01163793103448263
refcocoplus,groundingdino,5,paired_complete_cases,complete_case_persistence,0.9,1.0,771,1.0,0.9159370946822308,0.08406290531776917
refcocoplus,groundingdino,5,paired_complete_cases,coverage_aware_operational,0.0,0.1,6,0.0,0.28125,-0.28125
refcocoplus,groundingdino,5,paired_complete_cases,coverage_aware_operational,0.2,0.3,20,0.20000000000000004,0.331875,-0.13187499999999994
refcocoplus,groundingdino,5,paired_complete_cases,coverage_aware_operational,0.4,0.5,67,0.3999999999999999,0.5091417910447761,-0.10914179104477617
refcocoplus,groundingdino,5,paired_complete_cases,coverage_aware_operational,0.6,0.7,102,0.6,0.6496323529411764,-0.049632352941176405
refcocoplus,groundingdino,5,paired_complete_cases,coverage_aware_operational,0.8,0.9,214,0.7999999999999999,0.8104556074766355,-0.010455607476635542
refcocoplus,groundingdino,5,paired_complete_cases,coverage_aware_operational,0.9,1.0,591,1.0,0.9628172588832487,0.03718274111675135
refcocoplus,groundingdino,10,paired_complete_cases,complete_case_persistence,0.0,0.1,1,0.0,0.35,-0.35
refcocoplus,groundingdino,10,paired_complete_cases,complete_case_persistence,0.1,0.2,2,0.1125,0.25625,-0.14375
refcocoplus,groundingdino,10,paired_complete_cases,complete_case_persistence,0.2,0.3,9,0.22557319223985894,0.30000000000000004,-0.0744268077601411
refcocoplus,groundingdino,10,paired_complete_cases,complete_case_persistence,0.3,0.4,14,0.3291666666666666,0.3348214285714285,-0.005654761904761885
refcocoplus,groundingdino,10,paired_complete_cases,complete_case_persistence,0.4,0.5,20,0.4080952380952382,0.468125,-0.060029761904761836
refcocoplus,groundingdino,10,paired_complete_cases,complete_case_persistence,0.5,0.6,23,0.5179434092477571,0.4684782608695652,0.04946514837819188
refcocoplus,groundingdino,10,paired_complete_cases,complete_case_persistence,0.6,0.7,41,0.6209349593495935,0.6039634146341464,0.01697154471544715
refcocoplus,groundingdino,10,paired_complete_cases,complete_case_persistence,0.7,0.8,44,0.7299963924963925,0.7193181818181817,0.010678210678210731
refcocoplus,groundingdino,10,paired_complete_cases,complete_case_persistence,0.8,0.9,75,0.8184126984126983,0.7535000000000001,0.0649126984126982
refcocoplus,groundingdino,10,paired_complete_cases,complete_case_persistence,0.9,1.0,771,0.9913099870298315,0.9206874189364462,0.0706225680933853
refcocoplus,groundingdino,10,paired_complete_cases,coverage_aware_operational,0.0,0.1,1,0.0,0.35,-0.35
refcocoplus,groundingdino,10,paired_complete_cases,coverage_aware_operational,0.1,0.2,3,0.10000000000000002,0.25833333333333336,-0.15833333333333333
refcocoplus,groundingdino,10,paired_complete_cases,coverage_aware_operational,0.2,0.3,12,0.20000000000000004,0.296875,-0.09687499999999996
refcocoplus,groundingdino,10,paired_complete_cases,coverage_aware_operational,0.3,0.4,16,0.3,0.33281249999999996,-0.03281249999999997
refcocoplus,groundingdino,10,paired_complete_cases,coverage_aware_operational,0.4,0.5,37,0.4000000000000001,0.4591216216216216,-0.059121621621621545
refcocoplus,groundingdino,10,paired_complete_cases,coverage_aware_operational,0.5,0.6,33,0.5,0.5791666666666667,-0.07916666666666672
refcocoplus,groundingdino,10,paired_complete_cases,coverage_aware_operational,0.6,0.7,64,0.6,0.6212890625,-0.021289062500000067
refcocoplus,groundingdino,10,paired_complete_cases,coverage_aware_operational,0.7,0.8,63,0.7000000000000004,0.734126984126984,-0.03412698412698356
refcocoplus,groundingdino,10,paired_complete_cases,coverage_aware_operational,0.8,0.9,114,0.8,0.7827850877192982,0.017214912280701822
refcocoplus,groundingdino,10,paired_complete_cases,coverage_aware_operational,0.9,1.0,657,0.9764079147640792,0.9585996955859969,0.017808219178082285
refcocoplus,groundingdino,20,paired_complete_cases,complete_case_persistence,0.1,0.2,4,0.16450320512820513,0.25937499999999997,-0.09487179487179484
refcocoplus,groundingdino,20,paired_complete_cases,complete_case_persistence,0.2,0.3,9,0.2400871459694989,0.21666666666666667,0.023420479302832226
refcocoplus,groundingdino,20,paired_complete_cases,complete_case_persistence,0.3,0.4,12,0.34091273936475175,0.35833333333333334,-0.017420593968581588
refcocoplus,groundingdino,20,paired_complete_cases,complete_case_persistence,0.4,0.5,19,0.4298916373851196,0.43815789473684214,-0.008266257351722539
refcocoplus,groundingdino,20,paired_complete_cases,complete_case_persistence,0.5,0.6,29,0.5326276371221391,0.5030172413793104,0.029610395742828755
refcocoplus,groundingdino,20,paired_complete_cases,complete_case_persistence,0.6,0.7,39,0.633497369327329,0.6064102564102564,0.027087112917072664
refcocoplus,groundingdino,20,paired_complete_cases,complete_case_persistence,0.7,0.8,55,0.7383020625745086,0.7202272727272727,0.018074789847235873
refcocoplus,groundingdino,20,paired_complete_cases,complete_case_persistence,0.8,0.9,76,0.8328288533610758,0.7807565789473684,0.05207227441370743
refcocoplus,groundingdino,20,paired_complete_cases,complete_case_persistence,0.9,1.0,757,0.9914688885357382,0.9225396301188903,0.06892925841684794
refcocoplus,groundingdino,20,paired_complete_cases,coverage_aware_operational,0.1,0.2,5,0.13,0.25999999999999995,-0.12999999999999995
refcocoplus,groundingdino,20,paired_complete_cases,coverage_aware_operational,0.2,0.3,11,0.22272727272727275,0.23522727272727273,-0.012499999999999983
refcocoplus,groundingdino,20,paired_complete_cases,coverage_aware_operational,0.3,0.4,20,0.31999999999999995,0.36750000000000005,-0.0475000000000001
refcocoplus,groundingdino,20,paired_complete_cases,coverage_aware_operational,0.4,0.5,28,0.4267857142857143,0.46339285714285705,-0.03660714285714273
refcocoplus,groundingdino,20,paired_complete_cases,coverage_aware_operational,0.5,0.6,52,0.5278846153846154,0.5367788461538461,-0.008894230769230682
refcocoplus,groundingdino,20,paired_complete_cases,coverage_aware_operational,0.6,0.7,55,0.6227272727272729,0.6422727272727273,-0.01954545454545442
refcocoplus,groundingdino,20,paired_complete_cases,coverage_aware_operational,0.7,0.8,90,0.7261111111111112,0.7341666666666665,-0.008055555555555372
refcocoplus,groundingdino,20,paired_complete_cases,coverage_aware_operational,0.8,0.9,130,0.8276923076923076,0.8157692307692308,0.011923076923076814
refcocoplus,groundingdino,20,paired_complete_cases,coverage_aware_operational,0.9,1.0,609,0.9798029556650247,0.9714080459770115,0.008394909688013263
refcocoplus,groundingdino,40,paired_complete_cases,complete_case_persistence,0.1,0.2,2,0.1655011655011655,0.1375,0.028001165501165493
refcocoplus,groundingdino,40,paired_complete_cases,complete_case_persistence,0.2,0.3,10,0.2477584085743479,0.23000000000000004,0.01775840857434785
refcocoplus,groundingdino,40,paired_complete_cases,complete_case_persistence,0.3,0.4,13,0.35740789931668715,0.3586538461538461,-0.001245946837158951
refcocoplus,groundingdino,40,paired_complete_cases,complete_case_persistence,0.4,0.5,18,0.43611082073503704,0.41874999999999996,0.017360820735037086
refcocoplus,groundingdino,40,paired_complete_cases,complete_case_persistence,0.5,0.6,31,0.5355705410446746,0.49677419354838714,0.038796347496287464
refcocoplus,groundingdino,40,paired_complete_cases,complete_case_persistence,0.6,0.7,38,0.6428187746726934,0.6296052631578947,0.01321351151479877
refcocoplus,groundingdino,40,paired_complete_cases,complete_case_persistence,0.7,0.8,64,0.7453733427831397,0.7124999999999999,0.0328733427831398
refcocoplus,groundingdino,40,paired_complete_cases,complete_case_persistence,0.8,0.9,75,0.844431512896233,0.791,0.053431512896232936
refcocoplus,groundingdino,40,paired_complete_cases,complete_case_persistence,0.9,1.0,749,0.9910238593643076,0.9240821094793058,0.06694174988500179
refcocoplus,groundingdino,40,paired_complete_cases,coverage_aware_operational,0.1,0.2,4,0.15,0.20937499999999998,-0.05937499999999998
refcocoplus,groundingdino,40,paired_complete_cases,coverage_aware_operational,0.2,0.3,13,0.2384615384615385,0.23942307692307693,-0.0009615384615384304
refcocoplus,groundingdino,40,paired_complete_cases,coverage_aware_operational,0.3,0.4,19,0.3447368421052632,0.3546052631578947,-0.009868421052631526
refcocoplus,groundingdino,40,paired_complete_cases,coverage_aware_operational,0.4,0.5,27,0.4398148148148148,0.4671296296296296,-0.027314814814814792
refcocoplus,groundingdino,40,paired_complete_cases,coverage_aware_operational,0.5,0.6,58,0.5353448275862069,0.5428879310344827,-0.007543103448275801
refcocoplus,groundingdino,40,paired_complete_cases,coverage_aware_operational,0.6,0.7,63,0.6416666666666665,0.6398809523809521,0.0017857142857143904
refcocoplus,groundingdino,40,paired_complete_cases,coverage_aware_operational,0.7,0.8,95,0.7384210526315789,0.7411842105263158,-0.0027631578947369118
refcocoplus,groundingdino,40,paired_complete_cases,coverage_aware_operational,0.8,0.9,133,0.8389097744360903,0.8421052631578947,-0.003195488721804418
refcocoplus,groundingdino,40,paired_complete_cases,coverage_aware_operational,0.9,1.0,588,0.9808248299319726,0.9755952380952383,0.005229591836734326
refcocoplus,owlv2,5,paired_complete_cases,complete_case_persistence,0.0,0.1,17,0.0,0.17573529411764705,-0.17573529411764705
refcocoplus,owlv2,5,paired_complete_cases,complete_case_persistence,0.2,0.3,27,0.2240740740740741,0.40138888888888885,-0.17731481481481476
refcocoplus,owlv2,5,paired_complete_cases,complete_case_persistence,0.3,0.4,4,0.3333333333333333,0.415625,-0.08229166666666671
refcocoplus,owlv2,5,paired_complete_cases,complete_case_persistence,0.4,0.5,34,0.4,0.47757352941176473,-0.07757352941176471
refcocoplus,owlv2,5,paired_complete_cases,complete_case_persistence,0.5,0.6,22,0.5,0.4568181818181818,0.04318181818181821
refcocoplus,owlv2,5,paired_complete_cases,complete_case_persistence,0.6,0.7,69,0.6154589371980678,0.6155797101449275,-0.00012077294685974849
refcocoplus,owlv2,5,paired_complete_cases,complete_case_persistence,0.7,0.8,26,0.75,0.6110576923076922,0.13894230769230775
refcocoplus,owlv2,5,paired_complete_cases,complete_case_persistence,0.8,0.9,107,0.7999999999999999,0.7973130841121495,0.0026869158878504162
refcocoplus,owlv2,5,paired_complete_cases,complete_case_persistence,0.9,1.0,657,1.0,0.8325532724505327,0.16744672754946732
refcocoplus,owlv2,5,paired_complete_cases,coverage_aware_operational,0.0,0.1,17,0.0,0.17573529411764705,-0.17573529411764705
refcocoplus,owlv2,5,paired_complete_cases,coverage_aware_operational,0.2,0.3,58,0.19999999999999996,0.3831896551724138,-0.18318965517241387
refcocoplus,owlv2,5,paired_complete_cases,coverage_aware_operational,0.4,0.5,115,0.4,0.4681521739130435,-0.06815217391304346
refcocoplus,owlv2,5,paired_complete_cases,coverage_aware_operational,0.6,0.7,147,0.6,0.6336734693877552,-0.03367346938775517
refcocoplus,owlv2,5,paired_complete_cases,coverage_aware_operational,0.8,0.9,213,0.7999999999999999,0.8014084507042253,-0.0014084507042253502
refcocoplus,owlv2,5,paired_complete_cases,coverage_aware_operational,0.9,1.0,413,1.0,0.9431900726392253,0.056809927360774726
refcocoplus,owlv2,10,paired_complete_cases,complete_case_persistence,0.0,0.1,10,0.0,0.1,-0.1
refcocoplus,owlv2,10,paired_complete_cases,complete_case_persistence,0.1,0.2,2,0.1125,0.3125,-0.2
refcocoplus,owlv2,10,paired_complete_cases,complete_case_persistence,0.2,0.3,10,0.24015873015873015,0.3075,-0.06734126984126984
refcocoplus,owlv2,10,paired_complete_cases,complete_case_persistence,0.3,0.4,22,0.32272727272727264,0.34318181818181825,-0.020454545454545614
refcocoplus,owlv2,10,paired_complete_cases,complete_case_persistence,0.4,0.5,23,0.4031746031746033,0.43695652173913047,-0.03378191856452717
refcocoplus,owlv2,10,paired_complete_cases,complete_case_persistence,0.5,0.6,34,0.5184407096171801,0.5091911764705881,0.009249533146592048
refcocoplus,owlv2,10,paired_complete_cases,complete_case_persistence,0.6,0.7,50,0.6236666666666667,0.5587500000000001,0.06491666666666662
refcocoplus,owlv2,10,paired_complete_cases,complete_case_persistence,0.7,0.8,58,0.7243431855500821,0.6398706896551725,0.08447249589490968
refcocoplus,owlv2,10,paired_complete_cases,complete_case_persistence,0.8,0.9,95,0.8322848788638262,0.7196052631578949,0.11267961570593132
refcocoplus,owlv2,10,paired_complete_cases,complete_case_persistence,0.9,1.0,661,0.9877458396369139,0.8465960665658094,0.14114977307110443
refcocoplus,owlv2,10,paired_complete_cases,coverage_aware_operational,0.0,0.1,10,0.0,0.1,-0.1
refcocoplus,owlv2,10,paired_complete_cases,coverage_aware_operational,0.1,0.2,9,0.1,0.2361111111111111,-0.1361111111111111
refcocoplus,owlv2,10,paired_complete_cases,coverage_aware_operational,0.2,0.3,17,0.2,0.3323529411764706,-0.13235294117647056
refcocoplus,owlv2,10,paired_complete_cases,coverage_aware_operational,0.3,0.4,47,0.3000000000000001,0.33058510638297867,-0.030585106382978566
refcocoplus,owlv2,10,paired_complete_cases,coverage_aware_operational,0.4,0.5,57,0.39999999999999997,0.45197368421052636,-0.051973684210526394
refcocoplus,owlv2,10,paired_complete_cases,coverage_aware_operational,0.5,0.6,79,0.5,0.5248417721518988,-0.024841772151898756
refcocoplus,owlv2,10,paired_complete_cases,coverage_aware_operational,0.6,0.7,63,0.6000000000000002,0.607936507936508,-0.007936507936507797
refcocoplus,owlv2,10,paired_complete_cases,coverage_aware_operational,0.7,0.8,97,0.7000000000000001,0.7278350515463915,-0.02783505154639143
refcocoplus,owlv2,10,paired_complete_cases,coverage_aware_operational,0.8,0.9,110,0.7999999999999998,0.795,0.004999999999999782
refcocoplus,owlv2,10,paired_complete_cases,coverage_aware_operational,0.9,1.0,476,0.967436974789916,0.9343224789915968,0.033114495798319155
refcocoplus,owlv2,20,paired_complete_cases,complete_case_persistence,0.0,0.1,6,0.016666666666666666,0.08958333333333333,-0.07291666666666667
refcocoplus,owlv2,20,paired_complete_cases,complete_case_persistence,0.1,0.2,6,0.14108187134502922,0.18541666666666667,-0.04433479532163745
refcocoplus,owlv2,20,paired_complete_cases,complete_case_persistence,0.2,0.3,11,0.24467362702656817,0.2693181818181818,-0.02464455479161362
refcocoplus,owlv2,20,paired_complete_cases,complete_case_persistence,0.3,0.4,22,0.3298826109391124,0.35056818181818183,-0.020685570879069415
refcocoplus,owlv2,20,paired_complete_cases,complete_case_persistence,0.4,0.5,20,0.43388136394908833,0.42000000000000004,0.013881363949088288
refcocoplus,owlv2,20,paired_complete_cases,complete_case_persistence,0.5,0.6,39,0.5469590537314994,0.47307692307692295,0.0738821306545765
refcocoplus,owlv2,20,paired_complete_cases,complete_case_persistence,0.6,0.7,44,0.6428895042865631,0.5400568181818182,0.10283268610474494
refcocoplus,owlv2,20,paired_complete_cases,complete_case_persistence,0.7,0.8,75,0.7383397732871417,0.6333333333333333,0.10500643995380843
refcocoplus,owlv2,20,paired_complete_cases,complete_case_persistence,0.8,0.9,108,0.8445351459638094,0.7417824074074074,0.10275273855640199
refcocoplus,owlv2,20,paired_complete_cases,complete_case_persistence,0.9,1.0,636,0.9853448427007048,0.8529088050314466,0.13243603766925816
refcocoplus,owlv2,20,paired_complete_cases,coverage_aware_operational,0.0,0.1,9,0.027777777777777776,0.09999999999999999,-0.07222222222222222
refcocoplus,owlv2,20,paired_complete_cases,coverage_aware_operational,0.1,0.2,14,0.13928571428571426,0.22232142857142856,-0.0830357142857143
refcocoplus,owlv2,20,paired_complete_cases,coverage_aware_operational,0.2,0.3,25,0.228,0.263,-0.035
refcocoplus,owlv2,20,paired_complete_cases,coverage_aware_operational,0.3,0.4,53,0.32547169811320764,0.3535377358490566,-0.02806603773584898
refcocoplus,owlv2,20,paired_complete_cases,coverage_aware_operational,0.4,0.5,57,0.4280701754385965,0.45263157894736844,-0.02456140350877195
refcocoplus,owlv2,20,paired_complete_cases,coverage_aware_operational,0.5,0.6,64,0.5257812499999999,0.5384765625,-0.012695312500000111
refcocoplus,owlv2,20,paired_complete_cases,coverage_aware_operational,0.6,0.7,82,0.6286585365853659,0.6326219512195123,-0.0039634146341464005
refcocoplus,owlv2,20,paired_complete_cases,coverage_aware_operational,0.7,0.8,91,0.7285714285714286,0.7306318681318681,-0.002060439560439442
refcocoplus,owlv2,20,paired_complete_cases,coverage_aware_operational,0.8,0.9,148,0.828716216216216,0.8271114864864865,0.0016047297297295815
refcocoplus,owlv2,20,paired_complete_cases,coverage_aware_operational,0.9,1.0,424,0.9669811320754716,0.949616745283019,0.01736438679245267
refcocoplus,owlv2,40,paired_complete_cases,complete_case_persistence,0.0,0.1,4,0.055837912087912084,0.06874999999999999,-0.012912087912087908
refcocoplus,owlv2,40,paired_complete_cases,complete_case_persistence,0.1,0.2,4,0.13493156618156618,0.1375,-0.0025684338184338296
refcocoplus,owlv2,40,paired_complete_cases,complete_case_persistence,0.2,0.3,15,0.25740837038097153,0.23333333333333334,0.024075037047638193
refcocoplus,owlv2,40,paired_complete_cases,complete_case_persistence,0.3,0.4,18,0.3423323007688332,0.32708333333333334,0.01524896743549986
refcocoplus,owlv2,40,paired_complete_cases,complete_case_persistence,0.4,0.5,22,0.45256993628704156,0.43749999999999994,0.015069936287041619
refcocoplus,owlv2,40,paired_complete_cases,complete_case_persistence,0.5,0.6,44,0.5430069509161062,0.45482954545454546,0.08817740546156072
refcocoplus,owlv2,40,paired_complete_cases,complete_case_persistence,0.6,0.7,43,0.6434406117564292,0.5200581395348838,0.12338247222154541
refcocoplus,owlv2,40,paired_complete_cases,complete_case_persistence,0.7,0.8,72,0.7417557716839531,0.6425347222222223,0.09922104946173083
refcocoplus,owlv2,40,paired_complete_cases,complete_case_persistence,0.8,0.9,127,0.851979818481139,0.7438976377952756,0.1080821806858634
refcocoplus,owlv2,40,paired_complete_cases,complete_case_persistence,0.9,1.0,619,0.9849782251657949,0.856603392568659,0.1283748325971359
refcocoplus,owlv2,40,paired_complete_cases,coverage_aware_operational,0.0,0.1,8,0.040625,0.0890625,-0.0484375
refcocoplus,owlv2,40,paired_complete_cases,coverage_aware_operational,0.1,0.2,10,0.13999999999999999,0.16624999999999998,-0.026249999999999996
refcocoplus,owlv2,40,paired_complete_cases,coverage_aware_operational,0.2,0.3,38,0.24013157894736836,0.25197368421052635,-0.011842105263157987
refcocoplus,owlv2,40,paired_complete_cases,coverage_aware_operational,0.3,0.4,37,0.33378378378378376,0.3472972972972973,-0.013513513513513542
refcocoplus,owlv2,40,paired_complete_cases,coverage_aware_operational,0.4,0.5,73,0.4390410958904109,0.4551369863013698,-0.01609589041095888
refcocoplus,owlv2,40,paired_complete_cases,coverage_aware_operational,0.5,0.6,64,0.5414062500000001,0.5470703124999999,-0.005664062499999845
refcocoplus,owlv2,40,paired_complete_cases,coverage_aware_operational,0.6,0.7,79,0.6386075949367087,0.6333860759493672,0.005221518987341467
refcocoplus,owlv2,40,paired_complete_cases,coverage_aware_operational,0.7,0.8,92,0.7396739130434782,0.7323369565217391,0.0073369565217390464
refcocoplus,owlv2,40,paired_complete_cases,coverage_aware_operational,0.8,0.9,171,0.8371345029239766,0.8350877192982457,0.0020467836257309635
refcocoplus,owlv2,40,paired_complete_cases,coverage_aware_operational,0.9,1.0,396,0.967550505050505,0.9594381313131313,0.008112373737373724
refcocoplus,yoloworld,5,paired_complete_cases,complete_case_persistence,0.0,0.1,8,0.0,0.1875,-0.1875
refcocoplus,yoloworld,5,paired_complete_cases,complete_case_persistence,0.2,0.3,18,0.21944444444444444,0.3888888888888889,-0.16944444444444445
refcocoplus,yoloworld,5,paired_complete_cases,complete_case_persistence,0.3,0.4,9,0.3333333333333333,0.39722222222222225,-0.06388888888888894
refcocoplus,yoloworld,5,paired_complete_cases,complete_case_persistence,0.4,0.5,19,0.4000000000000001,0.4598684210526316,-0.059868421052631515
refcocoplus,yoloworld,5,paired_complete_cases,complete_case_persistence,0.5,0.6,32,0.5,0.458203125,0.04179687500000001
refcocoplus,yoloworld,5,paired_complete_cases,complete_case_persistence,0.6,0.7,53,0.6238993710691825,0.5417452830188679,0.08215408805031454
refcocoplus,yoloworld,5,paired_complete_cases,complete_case_persistence,0.7,0.8,17,0.75,0.5779411764705883,0.1720588235294117
refcocoplus,yoloworld,5,paired_complete_cases,complete_case_persistence,0.8,0.9,61,0.7999999999999997,0.7852459016393442,0.014754098360655554
refcocoplus,yoloworld,5,paired_complete_cases,complete_case_persistence,0.9,1.0,532,1.0,0.7102443609022557,0.28975563909774427
refcocoplus,yoloworld,5,paired_complete_cases,coverage_aware_operational,0.0,0.1,8,0.0,0.1875,-0.1875
refcocoplus,yoloworld,5,paired_complete_cases,coverage_aware_operational,0.2,0.3,80,0.19999999999999998,0.3353125,-0.13531250000000003
refcocoplus,yoloworld,5,paired_complete_cases,coverage_aware_operational,0.4,0.5,150,0.3999999999999999,0.4489166666666667,-0.048916666666666775
refcocoplus,yoloworld,5,paired_complete_cases,coverage_aware_operational,0.6,0.7,145,0.6,0.5800862068965517,0.01991379310344832
refcocoplus,yoloworld,5,paired_complete_cases,coverage_aware_operational,0.8,0.9,139,0.7999999999999999,0.7652877697841727,0.034712230215827256
refcocoplus,yoloworld,5,paired_complete_cases,coverage_aware_operational,0.9,1.0,227,1.0,0.9410242290748899,0.05897577092511008
refcocoplus,yoloworld,10,paired_complete_cases,complete_case_persistence,0.0,0.1,1,0.0,0.075,-0.075
refcocoplus,yoloworld,10,paired_complete_cases,complete_case_persistence,0.1,0.2,2,0.15476190476190477,0.09375,0.06101190476190477
refcocoplus,yoloworld,10,paired_complete_cases,complete_case_persistence,0.2,0.3,5,0.23158730158730156,0.3275,-0.09591269841269845
refcocoplus,yoloworld,10,paired_complete_cases,complete_case_persistence,0.3,0.4,19,0.3258771929824561,0.3276315789473684,-0.0017543859649122862
refcocoplus,yoloworld,10,paired_complete_cases,complete_case_persistence,0.4,0.5,22,0.4167388167388168,0.3875,0.029238816738816786
refcocoplus,yoloworld,10,paired_complete_cases,complete_case_persistence,0.5,0.6,30,0.5267195767195767,0.4741666666666667,0.05255291005291002
refcocoplus,yoloworld,10,paired_complete_cases,complete_case_persistence,0.6,0.7,44,0.6310606060606061,0.4977272727272728,0.1333333333333333
refcocoplus,yoloworld,10,paired_complete_cases,complete_case_persistence,0.7,0.8,51,0.7285869903516963,0.5936274509803922,0.13495953937130412
refcocoplus,yoloworld,10,paired_complete_cases,complete_case_persistence,0.8,0.9,58,0.8332443897099068,0.6689655172413793,0.16427887246852746
refcocoplus,yoloworld,10,paired_complete_cases,complete_case_persistence,0.9,1.0,523,0.9923518164435946,0.7259560229445505,0.2663957934990441
refcocoplus,yoloworld,10,paired_complete_cases,coverage_aware_operational,0.0,0.1,1,0.0,0.075,-0.075
refcocoplus,yoloworld,10,paired_complete_cases,coverage_aware_operational,0.1,0.2,17,0.1,0.17941176470588235,-0.07941176470588235
refcocoplus,yoloworld,10,paired_complete_cases,coverage_aware_operational,0.2,0.3,38,0.20000000000000004,0.29868421052631583,-0.09868421052631579
refcocoplus,yoloworld,10,paired_complete_cases,coverage_aware_operational,0.3,0.4,58,0.30000000000000004,0.3594827586206897,-0.059482758620689635
refcocoplus,yoloworld,10,paired_complete_cases,coverage_aware_operational,0.4,0.5,78,0.39999999999999986,0.42019230769230775,-0.020192307692307898
refcocoplus,yoloworld,10,paired_complete_cases,coverage_aware_operational,0.5,0.6,85,0.5,0.5139705882352941,-0.013970588235294068
refcocoplus,yoloworld,10,paired_complete_cases,coverage_aware_operational,0.6,0.7,81,0.6,0.5841049382716049,0.015895061728395055
refcocoplus,yoloworld,10,paired_complete_cases,coverage_aware_operational,0.7,0.8,76,0.7000000000000002,0.6741776315789473,0.0258223684210529
refcocoplus,yoloworld,10,paired_complete_cases,coverage_aware_operational,0.8,0.9,69,0.7999999999999997,0.7715579710144929,0.02844202898550685
refcocoplus,yoloworld,10,paired_complete_cases,coverage_aware_operational,0.9,1.0,252,0.9690476190476192,0.9442460317460317,0.024801587301587436
refcocoplus,yoloworld,20,paired_complete_cases,complete_case_persistence,0.0,0.1,3,0.055944055944055944,0.08750000000000001,-0.031555944055944064
refcocoplus,yoloworld,20,paired_complete_cases,complete_case_persistence,0.2,0.3,7,0.23637770897832816,0.23749999999999996,-0.0011222910216718007
refcocoplus,yoloworld,20,paired_complete_cases,complete_case_persistence,0.3,0.4,13,0.34453705908814264,0.33557692307692305,0.008960136011219588
refcocoplus,yoloworld,20,paired_complete_cases,complete_case_persistence,0.4,0.5,21,0.43950148435442554,0.38928571428571435,0.050215770068711196
refcocoplus,yoloworld,20,paired_complete_cases,complete_case_persistence,0.5,0.6,32,0.5389481100684661,0.43515625,0.10379186006846608
refcocoplus,yoloworld,20,paired_complete_cases,complete_case_persistence,0.6,0.7,46,0.6408350849207627,0.5494565217391305,0.09137856318163218
refcocoplus,yoloworld,20,paired_complete_cases,complete_case_persistence,0.7,0.8,52,0.7421001850151647,0.5697115384615384,0.1723886465536263
refcocoplus,yoloworld,20,paired_complete_cases,complete_case_persistence,0.8,0.9,74,0.8440009075844987,0.6503378378378378,0.19366306974666092
refcocoplus,yoloworld,20,paired_complete_cases,complete_case_persistence,0.9,1.0,508,0.9899783863181422,0.7287893700787402,0.26118901623940194
