dataset,model,tracked_candidate_count,match_iou_threshold,birth_duplicate_iou_threshold,clean_eligibility,coverage,complete_case_persistence,eligible_operational_stability,full_manifest_operational_stability,total_optimism,identity_residual
refl4,groundingdino,2,0.1,0.7,1.0,0.9486749999999999,0.9267794555564339,0.8792125,0.8792125,0.047566955556433976,5.551115123125783e-17
refl4,groundingdino,2,0.1,0.85,1.0,0.9486749999999999,0.9267794555564339,0.8792125,0.8792125,0.047566955556433976,5.551115123125783e-17
refl4,groundingdino,2,0.15,0.5,1.0,0.9523,0.9252336448598131,0.8811,0.8811,0.04413364485981308,2.7755575615628914e-17
refl4,groundingdino,2,0.15,0.7,1.0,0.9485,0.9267659462308908,0.8790374999999999,0.8790374999999999,0.0477284462308909,2.7755575615628914e-17
refl4,groundingdino,2,0.15,0.85,1.0,0.9485,0.9267659462308908,0.8790374999999999,0.8790374999999999,0.0477284462308909,2.7755575615628914e-17
refl4,groundingdino,2,0.25,0.5,1.0,0.952275,0.9252316820246252,0.881075,0.881075,0.04415668202462519,6.245004513516506e-17
refl4,groundingdino,2,0.25,0.7,1.0,0.9484750000000001,0.9267640159202932,0.8790125000000001,0.8790125000000001,0.04775151592029314,9.71445146547012e-17
refl4,groundingdino,2,0.25,0.85,1.0,0.9484750000000001,0.9267640159202932,0.8790125000000001,0.8790125000000001,0.04775151592029314,9.71445146547012e-17
refl4,groundingdino,3,0.1,0.5,1.0,0.9735750000000001,0.9028195054310146,0.8789625000000001,0.8789625000000001,0.023857005431014544,5.551115123125783e-17
refl4,groundingdino,3,0.1,0.7,1.0,0.971425,0.9038397199989705,0.8780125,0.8780125,0.02582721999897053,6.938893903907228e-17
refl4,groundingdino,3,0.1,0.85,1.0,0.971425,0.9038397199989705,0.8780125,0.8780125,0.02582721999897053,6.938893903907228e-17
refl4,groundingdino,3,0.15,0.5,1.0,0.9731000000000001,0.9029519062789025,0.8786625,0.8786625,0.024289406278902526,1.1449174941446927e-16
refl4,groundingdino,3,0.15,0.7,1.0,0.9709625000000001,0.9039741493621021,0.877725,0.877725,0.026249149362102098,1.1449174941446927e-16
refl4,groundingdino,3,0.15,0.85,1.0,0.9709625000000001,0.9039741493621021,0.877725,0.877725,0.026249149362102098,1.1449174941446927e-16
refl4,groundingdino,3,0.25,0.5,1.0,0.9726125000000001,0.9029675230371809,0.8782375000000001,0.8782375000000001,0.02473002303718075,4.85722573273506e-17
refl4,groundingdino,3,0.25,0.7,1.0,0.970475,0.9039903140214843,0.8773,0.8773,0.026690314021484363,1.734723475976807e-17
refl4,groundingdino,3,0.25,0.85,1.0,0.970475,0.9039903140214843,0.8773,0.8773,0.026690314021484363,1.734723475976807e-17
