model,mean_probe_coverage,mean_matched_iou,mean_perturbed_candidate_count
groundingdino,0.9374125,0.9531023282821279,12.9160375
yoloworld,0.760435931307794,0.9586750834035505,5.164943857331572
owlv2,0.8700800619834711,0.9315639514548864,13.936324896694215
